stmPedRampID,stmPedRampCrossingLinkID1,stmPedRampCrossingLinkID2,stmPedRampCrossingLinkID3,stmPedRampCrossingLinkID4,stmPedRampLongitudeVideoLinear,stmPedRampLatitudeVideoLinear,stmPedRampWidth,stmPedRampSlope,stmPedRampCrossSlope,stmPedRampGutterSlope,stmPedRampPassingWidth,stmPedRampPassingCrossSlope,stmPedRampFlareSlopeLeft,stmPedRampFlareSlopeRight,stmPedRampSmooth,stmPedRampFlushAtTop,stmPedRampFlushAtBottom,stmPedRampFlushAtStreet,stmPedRampWarningSurfacePresent,stmPedRampWarningSurfaceCondition,stmPedRampTransitionSlopeLeft,stmPedRampTransitionSlopeRight,stmPedRampLandingCrossSlope
283662326,1226002513,,,,-84.2281396,33.9473697,,,,,,,,,,,,,-999,,,,
283693830,1216329276,,,,-84.2126491,33.8951059,,,,,,,,,,,,,,,,,
283703013,1223626401,,,,-84.2652236,33.9126488,,,,,-999,,,,,,,,,,,,
283703908,1251059677,,,,-84.065466,33.9477592,,,,,,,,,,,,,,-999,,,
283713952,1227193444,,,,-84.0322306,33.9736704,,,,,,,,,,,,,-999,,,,
283722037,1230756947,,,,-84.1676692,33.8786599,,,,,,,,,,,,,,,,,
283737828,723003789,,,,-84.0912403,33.9877021,,,,,,,,,,,,,,,,,
283746308,1233229444,,,,-84.2121304,33.9264932,,,,,,,,,,,,,,,,,
283758174,1226064532,,,,-84.0372195,33.94142,,,,,,,,,,,,,-999,,,,
283759595,1215870713,,,,-84.0955685,33.9652661,,,,,,,,,,,,,-999,,,,
283764596,549188733,,,,-84.2316106,33.9750948,,,,,,,,,,,,,-999,,,,
283783103,788023270,,,,-84.1624386,33.8957295,,,,-999,,,,,,,,,,-999,,,
283793766,1221861573,,,,-84.2136394,33.9809673,,,,,,,,,,,,,,,,,
283794869,1230957624,,,,-84.2325668,33.9268461,,,,,,,,,,,,,,,,,
283798529,1214143765,,,,-84.0053716,33.9677968,,,,,,,,,,,,,,,,,
283813439,1223876903,,,,-84.1782201,33.9325574,,,,,,,,,,,,,,,,,
283814600,1024438784,,,,-83.9885205,33.9574271,,-999,,,,,,,,,,,,,,,
283835856,1201573855,,,,-83.9919139,33.9463017,,,,,,,,,,,,,,,,,
283848393,1217443251,,,,-84.1436065,33.967626,,,,,,,,,,,,,,,,,
283868644,1225345572,,,,-84.0936429,33.9617028,,,,,,,,,,,,,-999,,,,
283903409,1226054683,,,,-84.0278848,33.93611,,,,,,,,,,,,,-999,,,,
283931336,1216921987,,,,-84.2065446,33.8895929,,,,,,,,,,,,,,,,,
283950924,1250847223,,,,-84.1508083,33.9556554,,,,,,,,,,,,,,,,,
283962588,1072136674,,,,-83.983046,33.9502664,,,,,,,,,,,,,,,,,
283974140,1223620914,,,,-84.2847874,33.910112,,,,,,,,,,,,,,,,,
283974642,891098468,,,,-84.1972155,33.8965332,,,,,,,,,,,,,,,,,
284017106,1221909727,,,,-84.2390598,33.9589415,-999,-999,-999,,,,,,,,,,-999,,,,
284023245,1201768298,,,,-83.98983,33.9449447,,,,,,,,,,,,,,,,,
284082969,1218921534,,,,-84.1512341,33.9602028,,,,,,,-999,-999,,,,,,,,,
284098308,962460657,,,,-84.0099738,33.9103536,,,,,,,-999,-999,,,,,-999,,,,
284106042,1232311277,,,,-84.1568795,33.9552634,,,,,,,,,,,,,-999,,,,
284116385,1225774841,,,,-84.1119407,33.9082462,,,,,,,-999,,,,,,,,,,
284142378,1102726039,,,,-83.9885012,33.9563816,,,-999,,,,-999,-999,,,,,,,,,
284204129,1215875017,,,,-84.1121154,33.9630388,,,,,,,,,,,,,-999,,,,
284206811,1227925126,1227925130,,,-84.1313392,33.9638756,,,,,,,,,,,,,,,,,
284227279,1220033064,,,,-84.0198329,33.9770859,,,,,,,,,,,,,-999,,,,
284236377,1217436886,,,,-84.1182394,33.9619486,,,,,,,,,,,-999,-999,,,,,
284249544,1218895458,,,,-84.1189556,33.8994708,,,,,,,,,,,,,,,,,
284258565,1226047101,,,,-84.047716,33.9711131,,,,,,,,,,,,,,,,,
284290766,1221886295,,,,-84.1767734,33.9289834,,,,,,,,,,,,,,,,,
284349847,1231587352,,,,-84.2156865,33.9391185,,,,,,,,,,,,,-999,,,,
284382611,1227193455,1227193456,,,-84.0351726,33.968203,,,,,,,,,,,-999,,,,,,
284412577,640252029,,,,-84.186014,33.9258055,,,,,,,,,,,,,-999,,,,
284417939,1215624628,,,,-84.0963189,33.9777611,,,,,,,,,,,,,,,,,
284429615,1107965620,,,,-84.0036672,33.9285033,,,,,,,,,,,,,,,,,
284434778,1232576383,,,,-84.2766943,33.8964551,,,,,,,,,,,,,,,,,
284439552,1221906019,,,,-84.2475287,33.9585972,,,,,,,,,,,,,,,,,
284448139,1243606723,,,,-84.0251113,33.9683699,,,,,,,,,,,,,,,,,
284448742,1226064514,,,,-84.0447666,33.9477868,,,,,,,,,,,-999,,,,,,
284465800,1170384035,1170384037,,,-84.0285278,33.9351683,,,,,,,,,,,,,-999,,,,
284468558,1223626402,,,,-84.2649482,33.9129303,,,,,,,,,,,,,,,,,
284472525,1226064445,,,,-84.0588762,33.9576139,,,,,,,,,,,,,,,,,
284485712,1219397298,,,,-84.1603519,33.9005288,,,,,,,,,,,,,,,,,
284529347,1220161997,,,,-84.1103646,33.9580758,,,,,,,,,-999,,,,,-999,,,
284544092,1216269286,,,,-84.2273391,33.9086985,,,,,,,,,,,,,-999,,,,
284555055,1220389465,,,,-84.0931157,33.9491285,,,,,,,,,,,,,-999,,,,
284612784,1227466197,1227466198,,,-84.0191635,33.9613534,,,,,,,,,,,,,,,,,
284632376,1226039590,,,,-84.0692673,33.967439,,,,,,,,,,,,,,,,,
284636717,1215622458,,,,-84.0885096,33.9881593,,,,,,,,,,,,,-999,,,,
284747872,1226047070,,,,-84.0659533,33.9747743,,,,,,,,,,,,,,-999,,,
284772574,1107975568,,,,-83.9855633,33.9527321,,,,,,,,,,,,,-999,,,,
284774780,1224652182,,,,-84.1998031,33.9653764,,,,,,,,,-999,,,,,,,,
284779819,1225088117,1226002527,,,-84.2139614,33.9441136,,,,,,,,,,,,,-999,,,,
284779929,1225050098,,,,-84.1002004,33.951312,,,-999,,,,,,,-999,,-999,-999,,,,
284800586,1219097539,1220380965,,,-84.0827348,33.9495753,,,,,,,,,,,,-999,-999,,,,
284826479,1221795287,,,,-84.2314559,33.9490439,,,,,,,,,,,,,,,,,
284849434,1218921534,,,,-84.1514132,33.9601728,,,,,,,,,,,,,,,,,
284855114,1224533288,1224533290,,,-84.2440686,33.9325775,,,,,,,-999,-999,,,,,-999,,,,
284900443,1221874687,,,,-84.2345693,33.9674426,,,,,,,,,,,,,,,,,
284901926,1216144401,,,,-84.1270651,33.9009954,,,,,,,,,,,,,,,,,
284902152,1244771003,,,,-84.0234746,33.9653955,,,,,,,,,,,,,,,,,
284954439,1221795289,,,,-84.2256209,33.9523456,,,,,,,,,,,,,-999,,,,
284965695,787997163,1224628207,,,-84.2095001,33.9177572,,,,,,,,,,,,,,,,,
284977072,1215625025,,,,-84.0993823,33.978018,,,,,,,,,,,,,-999,,,,
285004233,1237047407,,,,-83.9824123,33.9567224,,,,,,,,,,,,,,,,,
285035133,1216329247,,,,-84.2118551,33.8950912,,,,,,,,,,,,,,,,,
285042162,1226026363,,,,-84.1068142,33.9510656,,,,,,,,,,,,,,,,,
285069346,1215870631,,,,-84.0971266,33.9682751,,,,-999,,,,,,,,-999,-999,,,,
285102402,1219887603,1219887606,,,-84.195851,33.9165308,,,,,,,,,,,,,,,,,
285148418,1224877757,,,,-84.2070347,33.9425801,,,,,,,,,,,,,-999,,,,
285185444,1224659914,,,,-84.2217821,33.9697755,,,,,,,,,-999,,,,-999,-999,,,
285293344,1224628156,,,,-84.2161797,33.9348902,,,,,,,,,,,,-999,,,,,
285325292,1229209466,,,,-84.1569735,33.9091686,,,,,,,,,,,-999,,,,,,
285326292,1221886297,1221886301,,,-84.17583,33.927654,,,,,,,,,,,,,,,,,
285329123,401611599,,,,-84.0935639,33.9776905,,,,,-999,,,,,,,,,,,,
285390538,1220494584,,,,-84.141289,33.9434444,,,,,,,,,,,,,-999,,,,
285433943,1215868762,,,,-84.1076276,33.9785094,,,,,,,,,,,-999,,,,,,
285455906,1224628182,,,,-84.1984224,33.9295612,,,,,,,-999,-999,,,,,,,,,
285462392,1218891648,,,,-84.1132558,33.9097959,,,,,,,,,,,,,,,,,
285477648,1217190381,,,,-84.1888644,33.8956433,,,,,,,,,,,,-999,-999,-999,,,
285479850,1225326333,,,,-84.2017526,33.9539437,,,,,,,,,,,,,-999,,,,
285492867,647409902,1219010825,,,-84.1320838,33.942374,,,,,,,,,,,,,-999,,,,
285493940,1225326650,,,,-84.090597,33.9767166,,,,,,,,,,,,,-999,,,,
285499367,1221816529,,,,-84.1497167,33.9500584,,,,,,,-999,,,,,,-999,,,,
285564386,1226064458,1226064462,,,-84.0567965,33.9555095,,,,,,,,,,,,,,,,,
285584306,793619304,,,,-83.9897908,33.9586458,,,-999,,,,,,,,,,,,,,
285602908,1229571775,,,,-84.1493047,33.9088801,,,,,,,,,,,,-999,-999,,,,
285607430,1216291182,,,,-84.2169669,33.8879048,,,,,,,,,,-999,,,-999,,,,
285608747,1216144413,,,,-84.1349376,33.8991822,,,,,,,,,,,,,,,,,
285615285,1220419562,,,,-84.2244801,33.9609499,,,,,,,,,,,,,,,,,
285617888,1220120153,,,,-84.2137541,33.9829028,,,,,,,,,,,,,-999,,,,
285618245,1139074774,,,,-84.0045045,33.9475868,,,-999,,,,,,,,,,-999,,,,
285639719,1221906059,,,,-84.2390379,33.9513933,,,,,,,,,,,,,,,,,
285688866,1216921987,,,,-84.2063704,33.8894733,,,,,,,,,,,,,,,,,
285746911,1215561742,,,,-84.0190966,33.9385289,,,,,,,,,,,,,,,,,
285748898,1219086361,,,,-84.1305953,33.9107639,,,,,,,-999,-999,,,,,-999,,,,
285748980,1216291167,1249736459,,,-84.2103622,33.8952828,,,,,,,,,,,,,-999,,,,
285754637,1225050106,,,,-84.092028,33.949178,,,,,,,,,,,,,,,,,
285771327,1230994645,,,,-84.1948067,33.8901422,,,,,,,,,,,,,,,,,
285793560,1218897280,,,,-84.1879861,33.8672356,,,,,,,,,,,,-999,,,,,
285806662,1223620896,,,,-84.2735172,33.9035419,,,,,,,,,-999,,,,-999,,,,
285837191,1227227175,,,,-84.0147499,33.9212895,,,,,,,,,,,,,,,,,
285838960,1201859666,1201859670,,,-83.9847075,33.9519367,,,,,,,,,,,,,,,,,
285863828,1226026921,,,,-84.0273388,33.9688928,,,,,,,,,,,,,,,,,
285878008,1221785216,,,,-84.2348405,33.950247,,,,,,,,,,,,,,-999,,,
285902447,1221906037,,,,-84.2408589,33.9442469,,,,,,,,,,,,,,,,,
285927754,1226026991,,,,-84.0236203,33.9665487,,,,,,,,,,,,,,,,,
285927774,1218898140,,,,-84.1127432,33.9045364,,,,,,,,,,,,,,,,,
285938744,1227465595,,,,-84.0405822,33.9679819,,,,,,,,,,,,,,,,,
285954379,1220161996,,,,-84.1104534,33.9580815,,,,,,,,,,,,-999,,,,,
285963921,1232605412,,,,-84.190306,33.9667574,,,,,,,,,,,,,-999,,,,
285966193,787992491,,,,-84.2229853,33.936512,,,,,,,,,,,,,,,,,
285994232,1222144497,,,,-84.2339837,33.9581079,,,,-999,,,,,,,,-999,,,,,
286001015,1216674577,,,,-84.1392506,33.8915678,,,,,,,,,,,,,,,,,
286005545,1224831878,,,,-84.2201698,33.9280752,,,,,,,,,,,,,,,,,
286015801,1221905985,,,,-84.2514203,33.9466979,,,,,,,,,,,,,-999,,,,
286030663,1220175336,,,,-84.2050548,33.9692851,,,,,,,,,,,,,,,,,
286039482,1219095980,,,,-84.080241,33.9599915,,,,,,,,,,,,,,,,,
286122689,1219896981,,,,-84.146626,33.9306958,,,,,,,,,,,,-999,-999,,,,
286158744,1221906012,,,,-84.2493765,33.9563343,,,,,,,,,,,,,,,,,
286195553,1226047107,,,,-84.0442654,33.9693404,,,-999,,,,,,,,,,,,,,
286208635,1224622507,,,,-84.1956362,33.9400531,,,,,,,,,,,,,,,,,
286244474,401632878,1215632055,,,-84.0930179,33.9984042,,,,,,,-999,-999,-999,,,,-999,-999,,,
286265464,1219010772,1224632511,,,-84.1393256,33.9514063,,,,,,,,,,,,,,,,,
286347668,1220338552,,,,-84.19552,33.9676914,,,,,,,,,-999,,,,,,,,
286387134,1220406637,,,,-84.2291916,33.9807223,,,,,,,-999,,,,,,,,,,
286400740,1220103383,,,,-84.2258067,33.9787915,,,,,,,,,,-999,,,,,,,
286451099,1218897279,,,,-84.1879973,33.8672755,,,,,,,-999,-999,,,,,,,,,
286465713,1232576372,,,,-84.2789886,33.9030795,,,,,,,,,,,,,,,,,
286482531,1225326332,,,,-84.2023092,33.9543789,,-999,,,,,,,,,,,-999,,,,
286488429,1215635465,,,,-84.0858208,33.9902501,,,,,,,,,,,,,-999,,,,
286504907,1226064451,,,,-84.0583975,33.9576112,,,,,,,,,,,,,,,,,
286522951,408343924,,,,-84.2746248,33.9021457,,,,,,,,,,,,,,,,,
286539780,1230994641,,,,-84.188961,33.8780961,,,,,,,,,,,,-999,,,,,
286541771,1227207395,,,,-84.0312134,33.9384966,,,,,,,,,,,,,-999,,,,
286557233,1236748279,,,,-84.2600905,33.9162239,,,,,,,,,,,,,,-999,,,-999
286579424,1107966000,,,,-83.9960788,33.9455529,,-999,-999,,,,,,,,,,-999,,,,
286619202,1251212197,,,,-84.1361475,33.8866518,,,,,,,,,,,,,,,,,
286627244,1215873187,,,,-84.1183349,33.9678523,,,,,,,,,,,,,,,,,
286641387,451716626,1221571463,,,-84.2403132,33.947407,,,,,,,,,,,,,,,,,
286650353,1221883449,,,,-84.170338,33.9345908,,,,,,,,,,,,,,,,,
286685249,1213950085,,,,-83.989416,33.9671496,,,,,,,,,,,,,,,,,
286743510,634428883,,,,-83.9896597,33.9440595,,,,,,,,,,,,,-999,,,,
286756062,1221874699,,,,-84.2343661,33.9650431,,-999,,,,,,,,,,,,,,,
286795818,1141789648,,,,-83.9897744,33.9571876,,-999,,,,,,,,,,,,,,,
286809755,1219898541,,,,-84.1414954,33.9433043,,,,,,,,,,,,,,,,,
286823716,1201821863,,,,-84.0034447,33.9484349,-999,,,,,,-999,-999,,,,,-999,,,,
286827662,398156029,,,,-84.0793827,33.9771702,,,,,,,,,,,,,,,,,
286852277,1146817262,1146817263,,,-84.129447,33.9518569,,,,,,,,,,,,,,,,,
286873129,1215624704,,,,-84.098614,33.9782507,,,,,,,,,,,,,,,,,
286881157,1227193444,,,,-84.0321105,33.9737257,,,,,,,,,,,,,-999,,,,
286907425,1111523185,1111523188,,,-84.1257311,33.9642432,,,,,,,,-999,,,,,-999,,,,
286936125,1216674576,,,,-84.1393375,33.8913461,,,,,,,,,-999,,-999,,,,,,
286942461,1159294082,1159294083,,,-84.0236828,33.9261621,,-999,,,,,,,,,,,-999,,,,
286998779,1236748278,,,,-84.2596072,33.9167292,,,,,,,,,,,,,,,,,
287013137,1229793372,,,,-84.2280349,33.9308473,,-999,,,,,,,-999,,,,,-999,,,
287021893,1226002446,,,,-84.21932,33.9381695,,,,,,,,,,,,,,,,,
287028960,1216141428,,,,-84.1397316,33.8898215,,,,,,,,,,,,,,,,,
287047845,1227925097,,,,-84.1330432,33.9602094,,,,,,,,,,,,,,,,,
287052624,1227207396,,,,-84.0275659,33.9381928,,,,,,,,,,,,,-999,,,,
287082328,1216329279,1216329297,,,-84.207793,33.9114792,,,,,,,,,,,,,,,,,
287098817,1221906026,,,,-84.2432285,33.9620533,,,,,,,,,,-999,,,-999,,,,
287099249,1218899762,1218899763,,,-84.1792494,33.8688141,,,,,,,,,,,,,,,,,
287130583,647406187,1219910553,,,-84.132994,33.9569525,,,,,,,,,,,,,,,,,
287156575,1231178278,,,,-84.0102225,33.9249626,,,,,,,,,,,,,,,,,
287166568,1082358492,,,,-84.0027457,33.9240922,,,,,,,,,,,,,-999,,,,
287170727,1227908764,,,,-84.1585236,33.9133851,,,,,,,,,,,,,-999,,,,
287211547,1223051954,1223626402,,,-84.2648535,33.9126478,,,,,,,,,,,,,,,,,
287233386,634425117,,,,-83.9827575,33.9411845,,,,,,,,,,,,,-999,,,,
287290609,1251838792,,,,-84.0762614,33.972385,,,,,,,,-999,,,,,,,,-999,
287292889,1225088128,,,,-84.2084408,33.9544191,,,,,,,,-999,,,,,-999,,,,
287302140,1224628169,,,,-84.2112643,33.9392488,,,,,,,,,,,,,,,,,
287358528,1243795285,,,,-84.028453,33.9332729,,,,,,,-999,-999,,,,,-999,,,,
287365164,1250874747,,,,-84.1419678,33.9080981,,,,,,,,,,,,,,,,,
287387328,1221905999,,,,-84.2513077,33.9507697,,,,,,,-999,,,,,,-999,,,,
287412845,1227246362,,,,-84.0486208,33.9530609,,,,,,,,,,,,,,,,,
287424003,1219896980,,,,-84.1465683,33.9307267,,,,,,,,,,,,,-999,,,,
287433365,1218828544,,,,-84.1624628,33.9770581,,,,,,,,,,,,,,,,,
287442821,1218924908,1218924910,,,-84.1919912,33.9082477,,,,,,,,,,-999,,-999,,,,,-999
287466590,1227925125,1227925130,,,-84.1314924,33.9637548,,,,,,,,,,,,,,,,,
287487202,1215561741,1222599303,,,-84.0194088,33.9384493,,,,,,,,,,,,,,,,,
287491450,1231178258,,,,-84.0169386,33.9187635,,-999,-999,,,,-999,-999,,,,,-999,,,,
287496214,1146817267,,,,-84.1297186,33.9514993,,,,,,,,,,,,,,,,,
287496721,643831937,1221605509,,,-84.2174414,33.9681697,,,,,,,,,-999,,,,-999,,,,
287512204,1225091605,1225091606,,,-84.1851554,33.9361922,,,,,,,,,,,,,,,,,
287527947,1215632753,,,,-84.0914072,33.9958537,,,,,,,-999,-999,-999,,-999,-999,-999,-999,,,
287538268,1231286557,1231286560,,,-84.2362475,33.9393745,,,,,,,,,,,,,,,,,
287542588,634425119,,,,-83.9826753,33.9410705,,,,,,,,,,,,,-999,,,,
287564104,1101523373,1101523376,,,-83.9895307,33.9548529,,,,,,,,,,,,,,,,,
287646743,1219010765,,,,-84.1363298,33.9460545,,,,,,,,,,,,,,,,,
287691077,1225461779,,,,-84.1847936,33.9607284,,,-999,,,,,,,,,,,,,,
287719714,1225345545,,,,-84.0848031,33.9791645,,,,,,,,,,,,,-999,,,,
287749355,1215626959,,,,-84.1112994,33.9787242,,,,,,,,,,,,,,,,,
287760507,1215634293,,,,-84.092458,33.9975681,,-999,,,,,-999,-999,,,,,-999,,,,
287764879,1219887640,,,,-84.1980378,33.915143,,,,,,,,,,,,-999,,,,,
287786555,1216329293,,,,-84.2072981,33.9114782,,,,,,,,,,,,,,,,,
287811355,1224831835,,,,-84.2082094,33.9136309,,,,,,,,,,,,,,,,,
287898598,1227465599,1227465600,,,-84.0394294,33.9675115,,,,,,,-999,,,,,,-999,,,,
288006414,1230023301,,,,-84.1735159,33.8729034,,,,,,,,,,,,,,-999,,,
288030344,1226026909,,,,-84.0325743,33.9685725,,,,,,,,,,,,-999,,,,,
288083407,1218921535,,,,-84.1545494,33.9602661,,,,,,,,,,,,,-999,,,,
288144517,1220391797,,,,-84.1868012,33.9670799,,,,,,,-999,-999,-999,,,,-999,,,,
288171366,1217436886,,,,-84.1181798,33.9619564,,,,,,,-999,-999,,,,,,,,,
288179414,1226026357,,,,-84.1139966,33.9499539,,,,,,,,,,,,,,,,,
288220602,1221571457,,,,-84.2408079,33.9450549,,,,,,,,,,,,,,,,,
288249913,1107965618,,,,-84.0018319,33.9295673,,,,,,,,,,,,,,,,,
288281267,1227905194,,,,-84.158377,33.9106779,,,,,,,,,,,,-999,,,,,
288283675,1219023735,,,,-84.1438304,33.9009431,,,,,,,,,,,,,,,,,
288299540,1220327257,,,,-84.1763776,33.8897127,,,,,,,,,,,,,,,,,
288316369,1102470764,,,,-83.9858882,33.9471318,,,,,,,,,,,,,,,,,
288316693,1217121571,,,,-84.182253,33.8905665,,,,,,,,,,,,,-999,,,,
288336581,1220419562,,,,-84.224407,33.9608214,,,,,,,,,,,,,,,,,
288348040,956447573,,,,-84.1420694,33.9629336,,,,,,,,,,,,,,,,,
288358957,1249803437,,,,-84.2041995,33.9848722,,,,,,,,,,,,,,,,,
288384262,1226643903,,,,-83.997342,33.9794779,,,,,,,,,,,,,,,,,
288405543,1220120155,,,,-84.2139249,33.9834799,,,,,,,,,,,,,,,,,
288406994,1101546461,,,,-83.9887387,33.9608272,,,,,,,,,,,,,,,,,
288411276,1219098148,,,,-84.1598951,33.9365989,,,,,,,,,,,,,,,,,
288416475,1227925100,,,,-84.1328423,33.959938,,,,,,,,,,,,,,,,,
288468720,1227908766,,,,-84.1564674,33.9141789,-999,,-999,,,,,,,,,,-999,,,,
288480491,1170384030,,,,-84.0294339,33.935005,,,,,,,,,,,,,,,,,
288508498,1217190396,,,,-84.2169788,33.8874084,,,,,,,,,,,,,-999,,,,
288540551,1221883464,,,,-84.1746557,33.9333689,,,-999,,,,-999,,,,,-999,-999,,,,
288617393,635457781,1227929166,,,-83.9849303,33.9815903,,,,,,,,,,,,,,,,,
288634756,1230755646,,,,-84.1676263,33.8783911,,,,,,,,,,,,,,,,,
288638112,1216635589,,,,-84.2047405,33.9001054,,,,,,,,,,,,,-999,,,,
288668137,1221905998,,,,-84.2515102,33.9509952,,,,,,,,,,,,,-999,,,,
288682665,1215625033,,,,-84.1000551,33.97803,,,,,,,,,,,,,,,,,
288719132,1220557901,,,,-84.2195928,33.9913471,,,,,,,,,,,,,-999,,,,
288741861,401495569,,,,-84.0943167,33.9634904,,,,,,,,,,,,,,,,,
288786993,1224652180,,,,-84.2020791,33.9642682,,,,,,,-999,-999,,,,,,,,,
288794819,1249512890,,,,-84.099642,33.9912876,,,,,,,,,,,,,-999,,,,
288810089,1236742422,,,,-83.9840199,33.9814461,,,,,,,,,-999,,,,,,,,
288919590,1251212174,,,,-84.1356714,33.8874677,,,-999,,,,,,,,,-999,,,,,
288999639,1251480806,,,,-84.2051649,33.9402013,,,,,,,,,,,,,,,,,
289069399,1230951955,,,,-84.2321536,33.9235042,,,,,,,,,,,,,,,,,
289071322,1214143677,1214143678,,,-84.0043393,33.9603934,,,,,,,,,,,,,,,,,
289080489,1021308563,1021308564,,,-84.246976,33.9590744,,,,,,,,,,,,,,,,,
289085764,793516909,,,,-83.997259,33.9792433,,,,,,,,,,,,,,,,,
289101473,634432394,,,,-83.9858439,33.9575811,,,,,,,,,,,,,,,,,
289116717,1218897266,,,,-84.180201,33.8683559,,,,,,,,,,,,,,,,,
289119927,1215687243,,,,-84.1399966,33.8901985,,,,,,,,,,,,,,,,,
289123782,1226002550,,,,-84.2123653,33.9538405,,,,,,,,,,,,,-999,,,,
289137869,1221816530,,,,-84.1439501,33.9529419,-999,,,,,,-999,,,,,,-999,,,,
289139704,1225461774,,,,-84.1960242,33.9510831,,,,,,,,,,,,,,,,,
289150742,1226064451,,,,-84.0583266,33.957515,,,,,,,,,,,,,,,,,
289171225,401438107,,,,-84.0880472,33.9895476,,,,,,,,,,,,-999,,,,,
289176207,1220327255,,,,-84.1785991,33.8906037,,,,,,,,,,,,,,,,,
289215930,1227929158,,,,-83.985552,33.9800636,,,,,,,,,,,,,,-999,,,
289224926,1226026928,,,,-84.0296961,33.9691075,,,,,,,,,,,,,,,,,
289234651,1224877713,,,,-84.2145778,33.9362844,,,,,,,,,,,,,,,,,
289242896,1224628199,1224628200,,,-84.2082337,33.9127654,,,,,,,,,,,,,,,,,
289253814,1107975544,,,,-83.9860319,33.953452,,,,,,,,,,,,,-999,,,,
289269590,1227905182,,,,-84.1605962,33.9126243,,,,,,,,,,,,,-999,,,,
289311540,1227072570,,,,-84.2126538,33.9209812,,,,,,,-999,,,,,,-999,,,,
289320872,1216291146,1216635553,,,-84.2070675,33.8996683,,-999,,,,,,,,,,,-999,,,,
289333321,1220602799,,,,-84.2167848,33.9785438,,,,,,,,,,,,,,,,,
289334111,401430349,1225345542,,,-84.0850057,33.9789317,,,,,,,,,,,,,,,,,
289338859,1241260718,,,,-84.1469204,33.951073,-999,-999,-999,,,,,,-999,,,,-999,-999,,,
289340844,643859303,1221874615,,,-84.2263895,33.9702757,,,,,,,,,-999,,,,-999,-999,,,
289363133,1218937875,,,,-84.1713898,33.9000781,,,,,,,,,,,,,-999,,,,
289368392,793513192,1214143730,,,-83.9981468,33.9686437,,,,,,,,,,,,,,,,,
289386036,1215687222,1215687224,,,-84.1547311,33.8891161,,,,,,,,,,,,,,,,,
289394970,1221782239,,,,-84.0193331,33.9673236,,,,,,,,,,,,,,,,,
289433838,1226002427,,,,-84.2214984,33.9372586,,,,,,,,,,,,,,,,,
289436226,1216291175,,,,-84.2142831,33.8896952,,-999,-999,,,,,,,-999,,,-999,-999,,,
289532468,1219082574,,,,-84.1504309,33.9050002,,,,,,,,,,,,,,,,,
289536420,1106985019,,,,-83.9991541,33.9197103,,,,,,,,,,,,,,,,,
289556040,1221906042,,,,-84.2410711,33.9453913,,,,,,,,,,,,,,,,,
289600725,1220380964,,,,-84.0827179,33.949301,,,,,,,,,,,,,-999,,,,
289617080,1219092602,,,,-84.1246668,33.9437008,,,,,,,,,,,,,-999,,,,
289655991,1226212326,,,,-84.1940415,33.9205737,,,-999,,,,,,,,,,-999,,,,
289657242,647409910,,,,-84.1360848,33.9458249,,,,,,,,,,,,,-999,,,,
289660452,1224622552,,,,-84.1820574,33.9347019,,,,,,,,,,,,,,,,,
289714683,1221571457,,,,-84.2407627,33.9447655,,,,,,,-999,-999,,,,,-999,,,,
289714970,1233095360,1233095362,,,-84.0645027,33.9481942,,,,,,,,,,,,,,,,,
289725820,635092441,,,,-83.9911913,33.9562366,,,,,,,,,-999,,,,-999,,,,
289761656,1231178279,,,,-84.0103314,33.9250082,,,,,,,,,,,,,,,,,
289795865,1217565823,,,,-84.1659526,33.8856523,,,,,,,,,,,,,-999,,,,
289839115,1227227151,,,,-84.0066205,33.9201365,,,,,,,,,,,,,-999,,,,
289841358,1219092602,,,,-84.1248833,33.9436082,,,,,,,,,,,,,-999,,,,
289848352,1225088116,,,,-84.2125827,33.945638,,,,,,,,,,,,,,,,,
289850002,408343914,1223620919,,,-84.2856601,33.9103995,,,,,,,,,,,,,,,,,
289857113,1231286557,1231286558,,,-84.2365407,33.9392436,,,,,,,,,,,,,,,,,
289859773,1221560717,,,,-84.1451097,33.968444,,,,,,,,,,,,,,,,,
289890159,1219010818,,,,-84.1228957,33.9525143,,,,,,,,,,,,,-999,,,,
289906871,1221874648,,,,-84.2344069,33.9651528,,,,,,,,,,,,,,,,,
289924531,1216918271,,,,-84.2034927,33.8852174,,,,,,,,,,,,,,,,,
289928421,1219010836,,,,-84.1362122,33.9460437,,,,,,,-999,-999,,,,,-999,,,,
289937867,1219104199,,,,-84.1672478,33.9736225,,,,,,,,,,,,,,,,,
289950082,401438099,721676291,,,-84.0905749,33.9913724,,,,,,,,,,,,,,,,,
290017969,1224631185,,,,-84.1725847,33.9338837,,,-999,,,,,,-999,,,,-999,,,,
290046785,1218896863,,,,-84.1120486,33.9084255,,,,,,,,,,,,,,,,,
290074875,1107966001,,,,-83.9974788,33.9474057,,,-999,,,,,,,,,,,,,,
290107434,1220161994,,,,-84.1113114,33.9570839,,,,,,,,,,,,,-999,,,,
290121346,787963860,,,,-84.2573872,33.9185698,,,,,,,,,,,,,,,,,
290133920,1226064489,,,,-84.0506155,33.9527572,,,,,,,,,-999,,,,-999,-999,,,
290136924,,,,,-83.9858623,33.9563981,,,,,,,,,,,,,,,,,
290146253,1215626959,,,,-84.1113958,33.9786882,,,,,,,-999,,,,,,,,,,
290164010,1201723658,,,,-83.9902908,33.9449317,,,,,,,,,,,,,,,,,
